,Unnamed: 0,Year,Team1,Team2,Toss_won,Decision,Venue,Time,Ump1,Ump2,Ump3,Ref,Squad1,Squad2,Team_1_A,Team_1_B,Team_1_C,Team_1_D,Team_1_E,Team1_F,Team1_G,Team1_H,Team1_I,Team1_J,Team1_K,Team_2_A,Team_2_B,Team_2_C,Team_2_D,Team_2_E,Team2_F,Team2_G,Team2_H,Team2_I,Team2_J,Team2_K,Form1,Form2,Winner,Team_1_Balance,Team_2_Balance,Home
365,365,2013,CSK,KXIP,1,0,"MA Chidambaram Stadium, Chennai",4:00 PM,Marais Erasmus,Vineet Kulkarni,Nigel Llong,Raju Mukherjee,"['Wriddhiman Saha', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Ravindra Jadeja', 'Albie Morkel', 'Dwayne Bravo', 'Ravichandran Ashwin', 'Chris Morris', 'Mohit Sharma']","['Shaun Marsh', 'Mandeep Singh', 'David Hussey', 'David Miller', 'Luke Pomersbach', 'Rajagopal Sathish', 'Gurkeerat Singh Mann', 'Manpreet Gony', 'Piyush Chawla', 'Praveen Kumar', 'Parvinder Awana']",0.6086956521739131,0.31521739130434784,0.3043478260869565,0.3478260869565217,0.2717391304347826,3.5094642747670215,5.5126259432184,8.259562063824568,1.0077417179214592,-0.8565086219692691,-0.9162711123803466,0.4880952380952381,0.2261904761904762,0.27380952380952384,0.2023809523809524,0.2976190476190476,0.5615060899601925,1.72231765476046,1.3216783953782554,2.363355898427733,0.20863115024597428,-0.8095831411515889,10,0,1,0.9342110244260492,0.9216104472977248,1.0
366,366,2013,PWI,RCB,0,0,"Maharashtra Cricket Association Stadium, Pune",8:00 PM,Aleem Dar,Subrat Das,Chettithody Shamshuddin,Andy Pycroft,"['Robin Uthappa', 'Aaron Finch', 'Tirumalsetti Suman', 'Yuvraj Singh', 'Steven Smith', 'Angelo Mathews', 'Abhishek Nayar', 'Bhuvneshwar Kumar', 'Rahul Sharma', 'Ashok Dinda', 'Ajantha Mendis']","['Lokesh Rahul', 'Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Moises Henriques', 'Saurabh Tiwary', 'Arun Karthik', 'Murali Kartik', 'Vinay Kumar', 'RP Singh', 'Muttiah Muralitharan']",0.2682926829268293,0.07317073170731707,0.2195121951219512,0.12195121951219512,0.17073170731707318,2.3754567337453034,2.9596845184817893,2.391168323436737,1.1998814541256664,-2.4801730049512107,0.7141007250833178,0.5168539325842697,0.2247191011235955,0.30337078651685395,0.1797752808988764,0.34831460674157305,3.0294012938079704,4.502857681557,7.126720859114875,4.104923032187605,-0.15997314189462386,3.165468708689168,0,0,0,0.9788118665530308,0.8925952775916242,1.0
367,367,2013,KKR,RR,0,0,"Eden Gardens, Kolkata",8:00 PM,Kumar Dharmasena,Nandan,Sundaram Ravi,Roshan Mahanama,"['Manvinder Bisla', 'Gautam Gambhir', 'Yusuf Pathan', 'Jacques Kallis', 'Eoin Morgan', 'Debabrata Das', 'Rajat Bhatia', 'Sumit Narwal', 'Sachithra Senanayake', 'Iqbal Abdulla', 'Sunil Narine']","['Rahul Dravid', 'Ajinkya Rahane', 'Sanju Samson', 'Shane Watson', 'Stuart Binny', 'Owais Shah', 'Dishant Yagnik', 'Ankeet Chavan', 'James Faulkner', 'Brad Hogg', 'Siddharth Trivedi']",0.4761904761904762,0.2619047619047619,0.2261904761904762,0.2261904761904762,0.2619047619047619,2.6062445207224867,3.0126148764806127,4.831523857520796,0.012223276971755695,1.5139871476518243,-2.4347080528235296,0.5421686746987951,0.3132530120481928,0.24096385542168675,0.24096385542168675,0.3132530120481928,3.3821990229104735,3.648646919886101,3.2451882109416084,-1.9022554335331845,0.6051991991520069,-1.5223385591850935,0,10,1,0.9394130628134758,0.9132694251719788,1.0
368,368,2013,SRH,DC,0,0,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Asad Rauf,Sudhir Asnani,Anil Chaudhary,Rajendra Jadeja,"['Parthiv Patel', 'Shikhar Dhawan', 'Hanuma Vihari', 'Kumar Sangakkara', 'Thisara Perera', 'Daren Sammy', 'Karn Sharma', 'Ashish Reddy', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma']","['Mahela Jayawardene', 'Virender Sehwag', 'Unmukt Chand', 'David Warner', 'Johan Botha', 'Jeevan Mendis', 'Kedar Jadhav', 'Irfan Pathan', 'Shahbaz Nadeem', 'Umesh Yadav', 'Ashish Nehra']",0.5833333333333334,0.08333333333333333,0.5833333333333334,0.25,0.4166666666666667,0.4966250711873991,1.0315864276291946,4.857129050727808,0.8785748780371572,-3.5198590942189947,-1.6638792808962382,0.5,0.2558139534883721,0.2558139534883721,0.1744186046511628,0.3372093023255814,1.6373980401194674,1.211193482064718,3.507256159410794,1.3584923761728245,1.9238402627483508,0.07006233031743356,5,10,1,0.8948393168143698,0.8994217294501087,1.0
369,369,2013,MI,CSK,1,0,"Wankhede Stadium, Mumbai",4:00 PM,Kumar Dharmasena,Nandan,Sundaram Ravi,Roshan Mahanama,"['Dwayne Smith', 'Sachin Tendulkar', 'Dinesh Karthik', 'Rohit Sharma', 'Kieron Pollard', 'Ambati Rayudu', 'Mitchell Johnson', 'Harbhajan Singh', 'Lasith Malinga', 'Pragyan Ojha', 'Pawan Suyal']","['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Chris Morris', 'Ravichandran Ashwin', 'Ben Laughlin', 'Mohit Sharma']",0.5681818181818182,0.3181818181818182,0.26136363636363635,0.3181818181818182,0.26136363636363635,5.9900040620304855,5.754830895648744,8.235382001949828,-1.507305706362828,2.368200102784038,-3.1546336677112428,0.6129032258064516,0.3225806451612903,0.3010752688172043,0.3548387096774194,0.26881720430107525,4.271033702312109,5.624981399553559,10.258328869583186,0.36104732584003296,-0.8869945228604736,-0.3888409605011527,0,10,1,0.9394130628134758,0.935571885443332,1.0
370,370,2013,RR,PWI,0,0,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Chettithody Shamshuddin,Rod Tucker,Aleem Dar,Andy Pycroft,"['Shane Watson', 'Ajinkya Rahane', 'Sanju Samson', 'Rahul Dravid', 'Brad Hodge', 'Sachin Baby', 'Stuart Binny', 'Kevon Cooper', 'James Faulkner', 'Ajit Chandila', 'Siddharth Trivedi']","['Aaron Finch', 'Robin Uthappa', 'Udit Birla', 'Yuvraj Singh', 'Mitchell Marsh', 'Angelo Mathews', 'Mahesh Rawat', 'Wayne Parnell', 'Bhuvneshwar Kumar', 'Krishnakant Upadhyay', 'Rahul Sharma']",0.5357142857142857,0.30952380952380953,0.2380952380952381,0.2380952380952381,0.30952380952380953,2.552498125710556,2.988372600616421,3.4686522100996666,-0.9469187775532719,-1.9795689168729755,-0.8287773419816141,0.2619047619047619,0.07142857142857142,0.21428571428571427,0.11904761904761905,0.16666666666666666,3.1807816678973184,4.288164615173773,4.439932618557603,0.4950273119135741,-1.200534638995742,-0.10024613017629448,0,0,1,0.9152325458694516,0.9797986738537044,1.0
371,371,2013,KXIP,RCB,1,1,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Vineet Kulkarni,Nigel Llong,Krishnaraj Srinath,Rajendra Jadeja,"['Mandeep Singh', 'Shaun Marsh', 'David Hussey', 'David Miller', 'Gurkeerat Singh Mann', 'Rajagopal Sathish', 'Manpreet Gony', 'Piyush Chawla', 'Praveen Kumar', 'Parvinder Awana', 'Michael Neser']","['Saurabh Tiwary', 'Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Moises Henriques', 'Cheteshwar Pujara', 'Arun Karthik', 'Vinay Kumar', 'Murali Kartik', 'Ravi Rampaul', 'RP Singh']",0.4823529411764706,0.2235294117647059,0.27058823529411763,0.2,0.29411764705882354,0.5615060899601925,1.72231765476046,1.3216783953782554,2.363355898427733,0.20863115024597428,-0.8095831411515889,0.5222222222222223,0.2333333333333333,0.3,0.18888888888888888,0.34444444444444444,4.233738272237,5.459595021402551,7.527580945754857,2.7157830209202065,0.9192877344951044,2.80068081484424,0,5,1,0.9233719156946344,0.8948393168143698,1.0
372,372,2013,RR,DC,0,0,"Sawai Mansingh Stadium, Jaipur",4:00 PM,Aleem Dar,Rod Tucker,Chettithody Shamshuddin,Andy Pycroft,"['Rahul Dravid', 'Ajinkya Rahane', 'Shane Watson', 'Stuart Binny', 'Sanju Samson', 'Brad Hodge', 'James Faulkner', 'Shaun Tait', 'Siddharth Trivedi', 'Sachin Baby', 'Pravin Tambe']","['Mahela Jayawardene', 'Virender Sehwag', 'David Warner', 'Kedar Jadhav', 'Ben Rohrer', 'CM Gautam', 'Ajit Agarkar', 'Morne Morkel', 'Pawan Negi', 'Umesh Yadav', 'Siddarth Kaul']",0.5411764705882353,0.3058823529411765,0.2470588235294117,0.2352941176470588,0.3176470588235294,1.0715258901184876,1.5590022263077707,3.2144224644446187,-0.6471909698473167,-1.4689981635509517,-0.5964818897687229,0.4942528735632184,0.25287356321839083,0.25287356321839083,0.1724137931034483,0.3333333333333333,3.038953571536555,2.5433664905221174,3.5614694873497705,0.4914315016995044,0.608375688552683,-0.5912164655483212,5,0,1,0.910679719453672,0.901603536573851,1.0
373,373,2013,MI,KKR,1,0,"Wankhede Stadium, Mumbai",8:00 PM,Kumar Dharmasena,Sundaram Ravi,Nandan,Roshan Mahanama,"['Dwayne Smith', 'Sachin Tendulkar', 'Dinesh Karthik', 'Rohit Sharma', 'Kieron Pollard', 'Ambati Rayudu', 'Harbhajan Singh', 'Mitchell Johnson', 'Lasith Malinga', 'Pragyan Ojha', 'Abu Nechim']","['Gautam Gambhir', 'Manvinder Bisla', 'Jacques Kallis', 'Yusuf Pathan', 'Eoin Morgan', 'Debabrata Das', 'Rajat Bhatia', 'Ryan McLaren', 'Lakshmipathy Balaji', 'Iqbal Abdulla', 'Sunil Narine']",0.5730337078651685,0.3258426966292135,0.25842696629213485,0.3258426966292135,0.25842696629213485,5.9900040620304855,5.754830895648744,8.235382001949828,-1.507305706362828,2.368200102784038,-3.1546336677112428,0.4823529411764706,0.25882352941176473,0.2352941176470588,0.2235294117647059,0.27058823529411763,1.6236283376598877,2.2429961402925365,4.084022710137002,0.2617722561855737,1.9774318820360404,-2.9328014937867204,5,5,1,0.9407259674114526,0.9352049092958282,1.0
374,374,2013,SRH,CSK,1,1,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Subrat Das,Nigel Llong,Krishnaraj Srinath,Roshan Mahanama,"['Parthiv Patel', 'Shikhar Dhawan', 'Hanuma Vihari', 'Kumar Sangakkara', 'Thisara Perera', 'Daren Sammy', 'Ashish Reddy', 'Karn Sharma', 'Dale Steyn', 'Amit Mishra', 'Ishant Sharma']","['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Dwayne Bravo', 'Ravindra Jadeja', 'Chris Morris', 'Ravichandran Ashwin', 'Jason Holder', 'Mohit Sharma']",0.6153846153846154,0.07692307692307693,0.6153846153846154,0.2307692307692308,0.4615384615384616,0.4966250711873991,1.0315864276291946,4.857129050727808,0.8785748780371573,-3.519859094218994,-1.6638792808962382,0.6063829787234043,0.3191489361702128,0.2978723404255319,0.35106382978723405,0.26595744680851063,4.271033702312109,5.624981399553559,10.258328869583186,0.3610473258400331,-0.8869945228604736,-0.3888409605011527,10,0,0,0.8624923548285205,0.9368914350975076,1.0
375,375,2013,KXIP,RR,0,1,"Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM,Kumar Dharmasena,Sundaram Ravi,Nandan,Roshan Mahanama,"['Adam Gilchrist', 'Mandeep Singh', 'Shaun Marsh', 'David Hussey', 'David Miller', 'Bipul Sharma', 'Rajagopal Sathish', 'Piyush Chawla', 'Praveen Kumar', 'Manpreet Gony', 'Parvinder Awana']","['Rahul Dravid', 'Ajinkya Rahane', 'Shane Watson', 'Brad Hodge', 'Sanju Samson', 'Dishant Yagnik', 'Kevon Cooper', 'James Faulkner', 'Siddharth Trivedi', 'Ajit Chandila', 'S Sreesanth']",0.4883720930232558,0.2325581395348837,0.26744186046511625,0.19767441860465115,0.3023255813953488,2.3334557033421706,3.3290857321842733,4.420095868665404,1.8409179539891245,-0.22505999169075475,-0.4839756350783567,0.5465116279069767,0.3023255813953488,0.2558139534883721,0.2325581395348837,0.32558139534883723,3.4524201950645335,3.2081824273227406,3.328005655527169,-2.2820929675539703,0.11238073580585484,-2.150727191587379,5,10,0,0.9189669337931116,0.9061351672326841,1.0
376,376,2013,PWI,KKR,0,0,"Maharashtra Cricket Association Stadium, Pune",8:00 PM,Asad Rauf,Sudhir Asnani,Simon Taufel,Javagal Srinath,"['Robin Uthappa', 'Aaron Finch', 'Udit Birla', 'Yuvraj Singh', 'Mitchell Marsh', 'Angelo Mathews', 'Mahesh Rawat', 'Parvez Rasool', 'Wayne Parnell', 'Bhuvneshwar Kumar', 'Krishnakant Upadhyay']","['Manvinder Bisla', 'Gautam Gambhir', 'Jacques Kallis', 'Yusuf Pathan', 'Manoj Tiwary', 'Eoin Morgan', 'Ryan ten Doeschate', 'Rajat Bhatia', 'Iqbal Abdulla', 'Sunil Narine', 'Lakshmipathy Balaji']",0.2558139534883721,0.06976744186046513,0.20930232558139536,0.11627906976744184,0.16279069767441862,2.45091608560739,3.4984409500108797,2.400737739270793,-0.10396504786650697,0.20153571417079816,-1.1282216866883743,0.4767441860465117,0.2558139534883721,0.2325581395348837,0.22093023255813954,0.26744186046511625,1.5165916283215513,2.5561676682675225,4.508974537630916,-0.4913372770323412,1.23937313304288,-3.18124582808282,0,0,0,0.980718332208978,0.9366545149221329,1.0
377,377,2013,DC,RCB,1,1,"Arun Jaitley Stadium, Delhi",8:00 PM,Nigel Llong,Krishnaraj Srinath,Vineet Kulkarni,Ranjan Madugalle,"['David Warner', 'Virender Sehwag', 'Mahela Jayawardene', 'Ben Rohrer', 'Unmukt Chand', 'Kedar Jadhav', 'Irfan Pathan', 'Shahbaz Nadeem', 'Morne Morkel', 'Siddarth Kaul', 'Umesh Yadav']","['Chris Gayle', 'Cheteshwar Pujara', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Moises Henriques', 'Ravi Rampaul', 'Vinay Kumar', 'JS Mohammad', 'Jaydev Unadkat', 'Murali Kartik']",0.4886363636363637,0.25,0.25,0.17045454545454544,0.3295454545454545,2.5846776878662663,2.171802898031681,4.18587327120972,0.7379542873729521,2.220306302422744,-0.5500261104735008,0.5164835164835165,0.2307692307692308,0.2967032967032967,0.1868131868131868,0.3406593406593407,3.944509061622616,3.786712299190886,5.181070857499847,4.427643032162034,-1.2947718756358686,5.870580770883608,0,0,0,0.9037164137383386,0.8970151510485374,1.0
378,378,2013,PWI,MI,1,0,"Maharashtra Cricket Association Stadium, Pune",4:00 PM,Asad Rauf,Anil Chaudhary,Sudhir Asnani,Javagal Srinath,"['Robin Uthappa', 'Aaron Finch', 'Manish Pandey', 'Yuvraj Singh', 'Angelo Mathews', 'Abhishek Nayar', 'Bhuvneshwar Kumar', 'Parvez Rasool', 'Kane Richardson', 'Ashok Dinda', 'Ajantha Mendis']","['Dwayne Smith', 'Sachin Tendulkar', 'Dinesh Karthik', 'Rohit Sharma', 'Glenn Maxwell', 'Ambati Rayudu', 'Harbhajan Singh', 'Mitchell Johnson', 'Lasith Malinga', 'Pragyan Ojha', 'Abu Nechim']",0.25,0.06818181818181818,0.20454545454545456,0.11363636363636365,0.1590909090909091,1.1133944936337452,1.8866958141186057,0.9525050358618388,-0.8842555021003706,0.5911782674795326,-1.9599742060637155,0.5777777777777777,0.3333333333333333,0.25555555555555554,0.3333333333333333,0.25555555555555554,4.315886049094699,4.247333630347744,6.941077476703493,-2.067673571021324,1.7154172201318842,-2.6533139419875047,0,10,0,0.9815767798033264,0.9419970967473056,1.0
379,379,2013,KXIP,SRH,1,1,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Subrat Das,Rod Tucker,Chettithody Shamshuddin,Andy Pycroft,"['Adam Gilchrist', 'Mandeep Singh', 'Shaun Marsh', 'Luke Pomersbach', 'David Miller', 'Rajagopal Sathish', 'Piyush Chawla', 'Praveen Kumar', 'Harmeet Singh', 'Parvinder Awana', 'Sandeep Sharma']","['Parthiv Patel', 'Shikhar Dhawan', 'Hanuma Vihari', 'Cameron White', 'Thisara Perera', 'Daren Sammy', 'Biplab Samantray', 'Karn Sharma', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma']",0.4827586206896552,0.2298850574712644,0.26436781609195403,0.19540229885057472,0.2988505747126437,4.685746540395923,5.0811343301975125,4.498116025315505,1.57095064817153,1.7308247370529684,-2.1100850232538737,0.5714285714285714,0.07142857142857142,0.5714285714285714,0.21428571428571427,0.42857142857142855,-0.3435535906326801,0.7747630716466327,4.987149190658449,1.2205444622884825,-4.41047304318614,-0.7327517317155731,0,0,0,0.9207436173426804,0.8802485040505603,1.0
380,380,2013,KKR,RCB,1,1,"JSCA International Stadium Complex, Ranchi",4:00 PM,Nigel Llong,Krishnaraj Srinath,Vineet Kulkarni,Ranjan Madugalle,"['Manvinder Bisla', 'Gautam Gambhir', 'Jacques Kallis', 'Yusuf Pathan', 'Ryan ten Doeschate', 'Manoj Tiwary', 'Debabrata Das', 'Rajat Bhatia', 'Sachithra Senanayake', 'Sunil Narine', 'Lakshmipathy Balaji']","['Cheteshwar Pujara', 'Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Moises Henriques', 'Vinay Kumar', 'Ravi Rampaul', 'Murali Kartik', 'Abhimanyu Mithun', 'Jaydev Unadkat']",0.4827586206896552,0.26436781609195403,0.2298850574712644,0.2298850574712644,0.26436781609195403,3.0121225650493963,3.8609882356058454,5.433135363920166,-1.7872243747595644,2.2813742529578027,-3.7834984301917776,0.5217391304347826,0.2282608695652173,0.3043478260869565,0.1956521739130435,0.33695652173913043,1.0031845040355092,1.5630266523535563,4.658882079235414,3.8688442869639617,-0.5828737371986508,5.216022215571326,5,5,1,0.9380565546639272,0.8991254563788879,2.0
381,381,2013,RR,CSK,1,1,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Kumar Dharmasena,Nandan,Sundaram Ravi,Roshan Mahanama,"['Rahul Dravid', 'Ajinkya Rahane', 'Shane Watson', 'Stuart Binny', 'Sanju Samson', 'Brad Hodge', 'Dishant Yagnik', 'Vikramjeet Singh Malik', 'Kevon Cooper', 'James Faulkner', 'Siddharth Trivedi']","['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Dwayne Bravo', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Chris Morris', 'Jason Holder', 'Mohit Sharma']",0.5517241379310345,0.3103448275862069,0.25287356321839083,0.2298850574712644,0.3333333333333333,4.716245296667898,4.973826766708894,3.843565169326319,-1.8529467438145533,-1.4649805895446282,-1.3049642718100818,0.6105263157894737,0.3157894736842105,0.30526315789473685,0.3578947368421053,0.2631578947368421,4.271033702312109,5.624981399553559,10.258328869583186,0.3610473258400331,-0.8869945228604736,-0.3888409605011527,10,5,1,0.901603536573851,0.938171308787541,1.0
382,382,2013,MI,SRH,0,0,"Wankhede Stadium, Mumbai",8:00 PM,Anil Chaudhary,Simon Taufel,Asad Rauf,Javagal Srinath,"['Dwayne Smith', 'Sachin Tendulkar', 'Dinesh Karthik', 'Rohit Sharma', 'Ambati Rayudu', 'Kieron Pollard', 'Harbhajan Singh', 'Mitchell Johnson', 'Dhawal Kulkarni', 'Lasith Malinga', 'Pragyan Ojha']","['Parthiv Patel', 'Shikhar Dhawan', 'Hanuma Vihari', 'Cameron White', 'Biplab Samantray', 'Daren Sammy', 'Karn Sharma', 'Thisara Perera', 'Dale Steyn', 'Amit Mishra', 'Ishant Sharma']",0.5824175824175825,0.3296703296703297,0.2637362637362637,0.3296703296703297,0.2637362637362637,4.8294322111173145,4.2725905296531135,7.303464126713978,-1.5875371182119715,2.424357698642976,-3.24201535309402,0.6,0.06666666666666668,0.6,0.26666666666666666,0.4,-0.3435535906326799,0.7747630716466327,4.987149190658449,1.2205444622884825,-4.41047304318614,-0.7327517317155731,10,5,1,0.9381164657497648,0.8948393168143698,1.0
383,383,2013,RCB,KXIP,0,1,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Kumar Dharmasena,Sundaram Ravi,Nandan,Roshan Mahanama,"['Chris Gayle', 'Cheteshwar Pujara', 'Virat Kohli', 'AB de Villiers', 'Moises Henriques', 'Arun Karthik', 'Lokesh Rahul', 'Vinay Kumar', 'Zaheer Khan', 'Muttiah Muralitharan', 'Jaydev Unadkat']","['Mandeep Singh', 'Adam Gilchrist', 'Shaun Marsh', 'David Miller', 'Manan Vohra', 'Azhar Mahmood', 'Rajagopal Sathish', 'Piyush Chawla', 'Manpreet Gony', 'Parvinder Awana', 'Sandeep Sharma']",0.5161290322580645,0.2258064516129032,0.3010752688172043,0.1935483870967742,0.3333333333333333,0.6793231444395258,1.051338061270089,4.623393894893672,1.6319214229163883,0.6164052240641261,0.686385467275646,0.4772727272727273,0.2272727272727273,0.26136363636363635,0.19318181818181807,0.2954545454545455,2.8228136357237297,3.072096043070748,4.016522389601522,1.194581486108179,1.0630741428663033,-0.9635550316046522,0,0,0,0.9011727821806068,0.9224633391387904,1.0
384,384,2013,CSK,DC,1,0,"MA Chidambaram Stadium, Chennai",8:00 PM,Chettithody Shamshuddin,Rod Tucker,Subrat Das,Andy Pycroft,"['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Albie Morkel', 'Ravichandran Ashwin', 'Jason Holder', 'Mohit Sharma']","['David Warner', 'Virender Sehwag', 'Unmukt Chand', 'Ben Rohrer', 'Johan Botha', 'Kedar Jadhav', 'Irfan Pathan', 'Roelof van der Merwe', 'Siddarth Kaul', 'Umesh Yadav', 'Ashish Nehra']",0.6041666666666666,0.3125,0.3020833333333333,0.3541666666666667,0.2604166666666667,4.9299665848990974,6.743062707550867,10.627356958848136,1.0077417179214592,-0.8722125047369048,-0.9162711123803466,0.4831460674157304,0.24719101123595505,0.24719101123595505,0.16853932584269662,0.3258426966292135,1.2502496027625356,1.1293317074134859,2.3619735609404016,1.7274201791031691,-0.2889495259281153,0.5735036703163986,0,0,1,0.9394130628134758,0.905763176370556,1.0
385,385,2013,KKR,PWI,1,1,"JSCA International Stadium Complex, Ranchi",4:00 PM,Nigel Llong,Krishnaraj Srinath,Vineet Kulkarni,Ranjan Madugalle,"['Manvinder Bisla', 'Gautam Gambhir', 'Jacques Kallis', 'Ryan ten Doeschate', 'Yusuf Pathan', 'Manoj Tiwary', 'Debabrata Das', 'Rajat Bhatia', 'Sachithra Senanayake', 'Sunil Narine', 'Lakshmipathy Balaji']","['Robin Uthappa', 'Aaron Finch', 'Manish Pandey', 'Yuvraj Singh', 'Luke Wright', 'Angelo Mathews', 'Raiphi Gomez', 'Bhuvneshwar Kumar', 'Ali Murtaza', 'Wayne Parnell', 'Ishwar Pandey']",0.4886363636363637,0.2727272727272727,0.2272727272727273,0.2272727272727273,0.2727272727272727,3.0121225650493963,3.8609882356058454,5.433135363920166,-1.7872243747595644,2.2813742529578027,-3.7834984301917776,0.24444444444444444,0.06666666666666668,0.2,0.1111111111111111,0.15555555555555556,0.9183778082405591,1.5801459912478624,0.9342890076911952,-1.5963144916631782,1.0388875398625106,-1.9695214385008653,10,0,0,0.9339700100591124,0.9823793146181776,2.0
386,386,2013,MI,RR,0,1,"Wankhede Stadium, Mumbai",8:00 PM,Asad Rauf,Sudhir Asnani,Anil Chaudhary,Javagal Srinath,"['Dinesh Karthik', 'Aditya Tare', 'Rohit Sharma', 'Glenn Maxwell', 'Kieron Pollard', 'Ambati Rayudu', 'Harbhajan Singh', 'Mitchell Johnson', 'Lasith Malinga', 'Pragyan Ojha', 'Dhawal Kulkarni']","['Ajinkya Rahane', 'Rahul Dravid', 'Shane Watson', 'Sanju Samson', 'Brad Hodge', 'Stuart Binny', 'Dishant Yagnik', 'James Faulkner', 'Kevon Cooper', 'Ankeet Chavan', 'Pravin Tambe']",0.5869565217391305,0.32608695652173914,0.2717391304347826,0.32608695652173914,0.2717391304347826,2.7555111835280943,2.5255884412373217,4.700579652189021,-1.191714791223382,1.349452264683813,-3.1489839098181087,0.5568181818181818,0.3181818181818182,0.25,0.2272727272727273,0.3409090909090909,5.84604505826295,5.511193811446809,4.031519399591861,-2.06063557742172,-2.1985387928485167,-0.9040243203239524,10,10,1,0.9342110244260492,0.897088996064249,1.0
387,387,2013,KXIP,DC,0,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",8:00 PM,Kumar Dharmasena,Sundaram Ravi,Nandan,Roshan Mahanama,"['Adam Gilchrist', 'Shaun Marsh', 'Mandeep Singh', 'Azhar Mahmood', 'David Miller', 'Manan Vohra', 'Rajagopal Sathish', 'Piyush Chawla', 'Praveen Kumar', 'Parvinder Awana', 'Sandeep Sharma']","['Mahela Jayawardene', 'Virender Sehwag', 'Unmukt Chand', 'David Warner', 'Ben Rohrer', 'CM Gautam', 'Irfan Pathan', 'Morne Morkel', 'Siddarth Kaul', 'Umesh Yadav', 'Ashish Nehra']",0.4831460674157304,0.2359550561797753,0.25842696629213485,0.19101123595505606,0.30337078651685395,3.6973297241371297,4.465491940621034,4.602505515373208,0.2461438514866749,1.3480044249557501,-2.9552468588502716,0.4777777777777778,0.24444444444444444,0.24444444444444444,0.16666666666666666,0.32222222222222224,3.3540243615069163,3.47608794700474,4.634747395757529,0.4041761049903612,1.2771223225944461,-1.0409216293603405,5,0,1,0.918197509307334,0.9077465008400952,2.0
388,388,2013,SRH,RR,1,0,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Asad Rauf,Anil Chaudhary,Sudhir Asnani,Javagal Srinath,"['Parthiv Patel', 'Shikhar Dhawan', 'Hanuma Vihari', 'Cameron White', 'Thisara Perera', 'Daren Sammy', 'Biplab Samantray', 'Karn Sharma', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma']","['Rahul Dravid', 'Ajinkya Rahane', 'Sanju Samson', 'Shane Watson', 'Stuart Binny', 'Brad Hodge', 'Sachin Baby', 'Kevon Cooper', 'James Faulkner', 'Pravin Tambe', 'Siddharth Trivedi']",0.5625,0.0625,0.5625,0.25,0.375,-0.3435535906326801,0.7747630716466327,4.987149190658449,1.2205444622884825,-4.41047304318614,-0.7327517317155731,0.5505617977528089,0.3146067415730337,0.24719101123595505,0.2247191011235955,0.33707865168539325,3.248691712012488,3.997133313613371,4.0707035959528035,-0.8956467054409433,-2.2596389457089683,-0.7128250208570399,0,0,1,0.9069606178873836,0.8992686447570152,1.0
